transaction_id,product_id,quantity,total_transaction_amount,transaction_date
5c841ba8-0e37-5046-b505-1803f09033bf,d045d623-1239-5c10-8303-701f42777245,42,9592061.75,28/1/2061
a5734d4a-1e12-5e5e-8bbf-3eb63228b08e,bbac11ea-b49e-59c8-9dde-623440fca4ee,6,8845246.34,3/4/2085
39a2e517-768b-5d25-829c-d140237d8d2e,4cb50379-d4d9-5e44-932a-8b4766de6d00,26,7061645.47,18/2/2024
224a5377-549a-5d58-8fd5-dd2b2b0447f5,6ea01f70-5be5-564d-9259-b125b733153f,80,8499738.85,22/12/2115
01f1dc69-b4a6-56e5-b3bd-5d3509c3977e,207423bf-7a5f-5455-81b3-525379173d5c,71,861907.1,28/2/2060
61e558b7-df7b-5b24-b938-33a3130596b1,f7c62c2d-683f-5fd6-899c-2f19e957d6a9,80,2565160.89,24/12/2088
6e88bb08-87f3-598c-9b53-27632a4cea18,703f0799-fb9c-510e-aff5-4711347c409f,88,9314446.87,27/7/2095
95c83cf3-043f-5e46-99d4-2104c1c99855,3db537c2-cd82-5c2e-8428-2c6e3ac37367,15,5071064.43,15/2/2027
ea26da42-3fcc-594d-a1a4-409a4b6b950c,40fc7856-6c04-53d0-9208-ec1b0cf1b1c6,48,8727945.41,1/2/2047
d4bc301a-70b3-555c-9f25-14900a3395bf,e700f52c-7930-5531-b2bf-2e53e49ed6bf,57,3019224.84,3/4/2077
9c0c7965-e2be-55fe-881b-39b0f7523fed,75389f0d-1dc5-551a-83ae-aa69d5314c10,30,9056684.25,29/12/2116
893ab36e-b398-51ff-90a4-e343f647f306,3aad389e-6938-510e-82a7-39b0fd9e22b9,78,4825301.63,11/6/2088
067e527e-47e9-5c5b-8592-0f4e81c51103,827efe64-077f-57ef-8b63-31266958bed9,66,5750040.48,8/5/2078
7c90c878-1fed-5f27-b998-a1916f265687,9c0198d4-ff08-5677-8748-d2fd75825271,26,9730733.1,13/2/2038
e676ece6-1f26-5658-b24d-66ca3beddbd2,a38104bc-ef08-5591-ab28-37157405c5bb,26,3820844.67,13/1/2104
49399ee3-aed4-5c07-a8ce-0f8085b1da17,3dfd442f-7c69-5f2a-8676-6197d237e09c,12,5445527.12,7/7/2028
22fdbcb0-e618-58e1-8b4b-33788b30e3fd,7897b3d4-df5d-5529-a5e1-e1f7c773639c,14,8229923.55,17/10/2045
16f17d26-3f1f-5850-b4fa-07b37f6dd501,f5c7e192-25be-5f41-86f3-1de377ef1e46,84,8334683.99,2/10/2093
c95d9924-3c4f-5565-a4ec-03a6a2a128e4,33a51096-d4b2-58c9-bdee-6a1d8ef67f36,89,6638375.05,21/1/2043
5a32c9fd-7aa2-5045-9c70-ba84632a309f,52244f61-4504-5a55-bad1-9591ee2efbf9,86,3089480.34,7/7/2030
7013d413-4782-519b-ac36-0281871ca026,3b3ede82-e694-5de6-93a7-02344a862c06,93,1719895.84,2/1/2076
9c0c0ffc-c23b-5224-b784-beee9183260e,5dd08a34-404e-5ad8-9346-2f01c82d1c4a,91,6576292.16,12/3/2107
114e80c1-6b38-5a36-b7f6-9bd6466acd0e,6b948e05-5709-5953-8874-13a6bee4e371,76,4618422.81,27/6/2033
c9b7f416-4047-5554-aa2f-c1b41323ffb2,59c42599-cdd1-5420-9a43-02253e3512f0,96,3639061.34,26/10/2069
addf4ef8-f7ea-5753-94ba-0b42f8fb500d,5fed71f0-318a-58f9-a89f-dc7565df68a9,79,5154097.98,13/4/2065
77917af4-930b-5c95-a795-2e8f4ee1c9f3,52fd545f-e8dc-500b-8c22-92054704aa8a,98,477521.57,22/12/2096
df35125e-254f-5453-b5c9-4200b7e004ba,e07b9f44-0511-5371-96d5-ef428b7cfe90,45,4316919.4,21/10/2103
252176ac-f240-56f2-a29f-06414e5e0819,790340da-e273-5d7b-be35-fe8410e4c066,3,8599192.68,27/4/2042
582fe853-2c19-5d99-bfd5-a82c051f29ce,868354b9-27e1-5c96-8102-b26e38aa4970,85,9218836.35,12/4/2088
7b77c1d3-4f3e-5634-bb70-9f5d47491e94,81a4e46b-9c2d-5822-95c7-3b6dbc4a8092,82,386164.19,31/5/2049
682e3d08-02c6-5e67-b5ac-d58828fdde4e,1ea008a3-c4b4-5fa8-83fd-b8c02b2a39c5,80,9060522.77,4/2/2053
e829b565-98af-511d-8604-710393af62b2,cd66e07c-afd8-5005-8843-e04c358dae9f,56,5954613.56,13/12/2103
d601c222-e237-5d54-923b-96cbef802299,7806e041-474d-5d20-a1ea-f35eeceae196,73,8083859.78,14/5/2100
15f6c446-9a32-57f0-bff1-49f9bdf102cc,fc570c24-59a3-50ca-bc71-4a34d9ea2aa6,69,2758101.48,22/2/2093
bd9d7b1c-47ef-522d-9873-b9303b5fdff8,adb95a47-a536-5b30-acd1-93e4ba185128,36,1813180.87,23/6/2080
8c98a5b8-512a-581e-8509-2483181f6f9d,d973a762-0f28-5351-8e23-c2133e434962,25,434067.86,29/4/2080
a56d32ab-c297-53a8-abf0-9e647c303d9d,502cb68b-ebe4-5e6b-a313-0bc1634df0d6,48,3336724.57,14/7/2085
08251ef2-b1bf-5848-8832-3b2345201511,f59769ba-b927-565a-85ed-2a0752bf202a,97,3796843.59,27/10/2093
8a23696f-b082-5140-9e64-49d6c822f977,a5a5a834-3379-59ea-9a17-2489b281ede3,42,477904.74,11/8/2106
67e25a2f-8d16-56fb-9556-0db937cedd36,1795567f-4fc4-5cd1-811f-8477655d621d,3,2653915.47,3/3/2034
a82ad2e4-46c7-52ad-a7eb-e5f986550693,3be942e2-4161-5b0a-9bfe-842559799840,71,3733212.18,29/9/2114
be924608-c382-5acc-83eb-ac8b47086b88,cba6e17b-ca0a-5426-adc4-b0e566349be0,84,9627043.37,5/4/2067
8ace85b6-ce74-5479-a71a-11d099c78e2c,1fcffe5c-b4cb-5caf-bf7d-65507e12dbb2,78,6993658.8,14/7/2097
2f70c8d1-5c36-5a96-bc65-1c119789d074,ff30fed5-937d-54b4-91c3-2ce4eb5ca12e,25,6822028.3,4/5/2054
bb082056-b9c4-5b1f-9ed3-1df6d54bc372,1bdfa3bd-2949-57fd-95cb-2b7614534174,16,9671638.4,22/6/2051
5b13ede0-b337-5724-a212-a586492f4b0f,e03068a9-b099-5200-995e-6436d8a6c680,92,2304410.68,17/11/2026
ff6fc6cb-ac94-5bc6-aaec-c150ae1aa533,c21444f4-de80-5573-a566-3f70d1bb1d3f,76,4141797.69,13/11/2095
45f88777-641b-5cee-b283-01dd5d279d50,7091b3d6-b572-5226-9e3b-b5a0e5933a68,44,8450951.25,19/2/2030
5270953a-a4b6-51d6-b7cf-6ae1885c09fc,a7cae405-b34f-5283-8177-1589b5c025d3,60,5022908.83,24/7/2073
2b05bdb7-e530-5f36-8e76-791f854d27d5,dc56fe03-d5fd-52d5-aa82-e76de33fb7e5,33,669057.71,22/8/2116
3b02892a-fd73-5511-8e8a-11e6d5e993bb,da7066a0-ee74-5f7e-b5a7-177b71745185,98,4934524.23,23/4/2044
7f12b41a-0a70-5b3e-a325-d55c690b5bda,83234d41-54ca-5d4f-9345-ec1f0ea3e772,4,5346823.75,30/8/2047
d87773b2-0329-50d3-8d44-17e9817a2971,72f46e10-d077-53dc-92ea-d8cff42c4432,62,6112315.27,24/5/2073
522c5341-00bf-5b16-b834-f120d3da5a1c,054fd988-3e85-5650-9f3c-64261ec3cdca,18,1443600.19,16/9/2058
2840d5b0-4c49-541a-a2fe-27b3db0c557e,7416c47c-9bfc-5595-b94e-af17a3a9a51e,15,4129824.89,12/8/2061
a57f1553-2fd0-5da4-81dd-5302a36cdb73,720d168f-6151-5e8a-9449-8a13a712cc54,98,696484.13,20/12/2069
c044bea6-6289-5d3a-aea3-3fd7e919ac42,3913dd81-99f5-5924-9fd8-e3ce279e5100,69,5079695.61,26/4/2094
5f7ac6b6-6ec9-5b3e-afa5-91e3d4561526,63a41ac2-02cb-5f8b-b84f-0923f1f50eab,22,9854840.18,7/4/2045
