transaction_id,product_id,quantity,total_transaction_amount,transaction_date
b3d2dbe7-811a-5616-86d3-c7dc2a8ea694,611a8ca0-ee09-5e65-bfc1-ada257a9a838,77,8939668.99,27/6/2053
dfdcdbe6-cbcd-5502-805d-a45675c9096c,93ac56ef-1871-55c9-8a0b-cc54d49fdc83,47,1130962.15,15/5/2057
b062f5c8-9380-5096-9441-e92a2f9ed06f,bb99c774-c70a-5ae4-a666-d851b88b2197,52,4455652.61,30/1/2074
80f6d98e-884b-5b76-b815-821010ac1687,4031980a-30f0-5b50-b0d8-0a30c686a16a,17,6927385.93,11/9/2029
19516e67-e15f-558f-8870-d5588aebe1e0,6801b497-9130-5241-95aa-dbc628c330c5,79,4301008.47,14/7/2081
fada7784-de92-53d4-be86-551f62574aea,740a5243-c72c-5684-99aa-14fbb8b9262f,16,8256620.86,18/8/2039
a4b65912-2509-5c26-b98b-13ba7bfd8606,3a601094-b742-529d-b3b2-07540af8e76e,3,2779961.29,24/3/2084
8a5f8729-6865-5c99-add6-57867a8fedb2,e5f1ea3b-8f8b-5e2a-9d6a-0e2665b8a49e,5,2873210.42,23/6/2026
8de5996d-f8f2-5cc6-8eb7-edb78ec2ab26,fe57ca7d-e932-519b-8960-cb18157a424f,24,4103044.2,12/1/2039
28c446d8-48da-57ea-a377-07c40f13117c,53105d2b-78ff-57ac-883c-7e2a496d4cb1,26,6829092.51,13/5/2109
13b95e75-8bc5-53c7-adce-5419f819cc67,d0560964-88ce-5e7b-8077-39311c32d045,67,2872886.16,10/10/2066
57373865-0a2c-5193-9d56-5cace5b75a63,cfb09880-577e-5ce5-9af2-0de9ccdb193b,20,7679260.02,8/11/2099
6a67b7bb-8a68-5707-9578-74db8c3dd7ee,5a22c1d1-b2b9-535b-938f-eee13c797721,61,8752825.15,25/9/2047
c325df4b-b62d-5c88-b508-c266b6557a82,e45199b7-8ddb-510d-9771-4743fc37813b,49,7414178.28,14/12/2117
5b05147f-fcd8-5c88-b69c-7b036d6074f2,8f37d82e-2b4a-5f34-981d-91b4cf3e4d55,97,1947327.61,2/7/2034
b478f7e0-9660-54ae-8867-feb1258c97d2,e2f5e5fd-75c4-5c10-9007-02964f14cfa9,84,5035724.35,4/6/2051
561e50fc-cc23-57cd-a838-aa9a6dbb3e41,61116aee-2fde-58d8-8c52-aa0333012219,61,9370582.53,21/6/2044
2c9e14fd-625d-513a-b56c-761cca30d54c,36767e6c-127e-5cfd-88ba-99475455d897,45,2908016.65,24/8/2108
aa8c8159-e162-523a-9c34-e75de5c1d961,a13f9764-b2f4-50e0-8ea1-007fad33f271,30,7051054.26,9/9/2119
0602a301-17f2-5434-b92e-434c9a21ca57,f28a77db-509e-5031-8ab4-d74128e1a058,43,5493679.16,10/1/2096
70f640fa-6b85-5d87-b2f7-ea31f01225a4,8b9e3948-1cec-5b82-a5e3-cca5560caf51,50,8323366.17,24/6/2064
c01e562b-b041-5850-980b-a430879829e1,6bd71b12-dc4d-5270-9d43-ae98508a7023,26,5347599.62,6/12/2039
5dca5812-bad9-5eb5-bf30-5acef4a5d5d2,f80a6786-1bf4-505d-b56a-22201af651dc,20,3402613.73,14/10/2104
cee15272-9efc-5c67-87ce-45fec84b2d23,9da4d454-6536-5d72-9e63-615df8d33e3a,77,6355831.46,24/1/2091
cccbc1c7-aeac-548e-82de-d3d5f637553f,2d49316e-a777-524c-bf3e-55531ee93c8e,38,1246515.62,15/9/2032
c0fcbbaa-3971-5258-aafc-d92b47773847,49291d86-84a4-56a5-87e3-08432cac88e6,79,9802357.38,30/9/2083
a465ddef-e21c-5fc0-ba25-e0b6e007c332,71747188-d516-5b77-b756-ce2c56ae8a7e,33,3546085.35,27/1/2073
9d277caf-c52a-5ac4-b30b-e85b67211841,8b51da32-9673-580c-b8ac-e20b326888e6,39,8084530.74,22/1/2088
7093ce1e-370b-56f9-9dac-9bfc84773ad7,d9260ee7-68ed-5eec-972c-8ae0637925bf,30,3403875.28,5/1/2116
b4bb6520-86bf-5f59-8367-bf4deedd5efd,7b222ec5-2455-5024-81af-738b74c491ec,88,2353848.24,14/1/2118
6cc7cbba-e4c1-52ac-89aa-3f69e45de314,8f101b5c-8997-5403-b5a3-37db0a8390e0,84,3249478.52,12/3/2117
bcf5aab4-3a4a-554c-9855-19329897fddf,2116849f-6fb4-5da6-91c8-4b57c1a8649b,59,5933776.97,19/8/2072
2fe7bfad-4156-5ba1-8c65-8317b0c9f606,c17761f5-484f-5921-a2a7-c5f66105689f,11,2919665.86,27/8/2062
0ff551ab-235e-5302-b280-cc86feb07733,a03f748e-d673-5b56-b450-70330f15447e,20,9493614.11,27/8/2064
2703c05c-a9bb-5135-bd7a-b1302da7f21c,2271c52f-71c9-5903-94c5-d3bce6fd5ce8,20,6806725.59,25/8/2095
980b5192-825e-55a3-8eb4-ffa1ecd8a82c,a0020178-5e91-50bf-8e7c-5a505ebe5183,41,890884.06,4/3/2117
0319f094-34fc-567b-8f6f-2d9fd6fa4f33,e7c2a477-e479-5533-9a71-9c8235fb8c04,75,8913448.5,15/12/2051
14d1b881-807a-5457-9f14-17b749042474,3070ed52-82a2-507d-81e5-2fe3b1889551,72,6630258.33,25/8/2078
e5b1086b-20d2-5894-9ef3-aa755dc20e43,dcab338e-5ef6-52b8-ae92-3254ebd3e22c,87,2978824.24,28/3/2102
4809bc4f-afd0-5f7f-9c10-db3e688406a2,6d8c328b-c52e-5e6f-8e10-ecc8321d7d0e,30,5552904.54,29/11/2083
894c1b2d-7156-51ec-858c-7d59297f7d67,f933fbd0-d95f-586b-afeb-392b2e493297,78,2097603.24,6/6/2039
2ec5c3ad-7cab-5e5b-b9e0-0f21323c220d,43661d24-f47d-5a8b-9d72-e9d42d83f702,36,5763183.18,9/8/2082
0a854e0e-9bbc-59f2-ac3f-82b138578007,943c53f9-c3ba-5897-9d3e-74c93252457e,29,4510204.85,20/7/2070
d895d1f6-9cf0-5195-ac22-86c1af0fec58,64c82ed0-4280-5aeb-b3bf-d798f2c2c8ea,95,4933587.19,26/6/2107
df9c754d-7c06-5617-a22e-75ec0989e90d,d3886732-9185-53c8-ae7f-7272414dd238,8,3284492.32,25/8/2049
a746d2f7-bab5-5033-afd9-2c5b5d1ceba6,ae9292cc-fb69-58ff-a6d5-8e8849c1c579,50,4584759.77,2/10/2032
ca9040ed-5150-5e7c-83c0-1aca1cf94c31,fa10c1f4-7004-5606-8bf7-7e5b973d6ddc,30,8791278.18,28/8/2065
db8ed396-4c23-51e6-a0ba-46d89f3bc95c,90e8b691-2d48-5ec5-83cd-1cc508fb33cb,98,5595889.15,3/2/2066
e2a220ed-39a0-5829-bdfc-cbc25e7640e3,57b7d614-b241-54da-bc09-ac13b40ac551,39,3514913.99,29/6/2031
3fd25c76-f12e-5d4a-b681-107593b1445f,2ab82a09-3a56-52a8-bc96-43d9b87c07d6,25,4100064.36,27/12/2070
4fad0c05-6c44-5a6c-aa36-c8c96623ccd4,f0186af5-f3cd-5a95-b7f4-4a3cdfc6f706,91,3210406.76,31/12/2090
3667d813-2a91-587e-910b-4e10190fab19,196a786c-a186-585b-8b1f-2d55aaa127f9,22,7040438.48,7/3/2095
4bf94212-94d7-560b-90ac-2143afe7983f,1406ecb0-3c60-545c-887f-bf190928c622,36,472521.51,6/1/2099
1e7662c9-226e-5e1e-bf32-97c73fb207bf,0a5c6a84-4cf9-5066-a8ad-a8825c34762b,16,3650345.57,23/4/2072
a68bca26-c826-5ccc-b71d-a2993d04ba10,9430bf75-3f70-5bf1-9c0f-d5ef42c01792,96,9604459.73,29/1/2072
b01c541f-d391-53d8-9714-ac7fc4c0e970,8299c9a4-b076-5c94-8ec2-004dfd9d08dd,86,5289834.54,17/9/2079
406f3e8e-a011-5921-91da-b261a3bd12dc,59e5284c-cd64-54f5-a3dc-34a2a7a66c15,60,5335665.81,2/7/2051
fee44d65-bb6b-5181-a874-ad8c8374a1ae,5db84cda-057e-5e14-aa4f-d2e549cf2626,87,350112.02,22/4/2025
59b5a79f-5c5b-55da-9d4c-f36b805381c3,87be6958-646d-55c1-9c56-d84def779a25,31,3389029.58,23/11/2050
bba9b54c-1e77-51fd-b998-709bcbe0dab2,e4529cfd-2e4e-5b25-af46-a75924367c91,50,2621958.72,14/1/2044
1c900f19-2d36-58c2-bf94-95aba7d4f280,da00b215-62c2-5899-8e1b-b933da79a254,86,5226365.84,27/11/2057
7d4cc36a-35ae-5afa-9465-038b632477e2,0647aa36-581a-5f8f-9304-0f6be1bb1dbb,77,1415908.96,28/8/2112
16c89e82-8f1a-5e65-a178-e11e6222dec5,5d2f115a-181d-5bdf-ab17-9ca58b468ae6,38,1995753.43,29/5/2063
c4fb7a01-8119-5462-942a-45afd08bf3d9,995313d0-0f9f-5988-98dd-81ed6f34c4fc,92,4321611.75,5/8/2044
0daf66e4-2838-5c44-8945-c797700dd836,7fcbb215-893b-58f4-8e83-bb01e7babf87,77,6708543.71,6/8/2103
47663553-e33d-5751-9c35-3185a31938ac,0be92994-c9f5-5ab4-8135-65892f1e2f7a,58,253280.73,13/6/2095
9ec33635-58c4-5135-9cd9-2dc3a17c4421,46fc4ed5-f48b-5f5e-b40c-0d768c0ede46,59,9118417.69,26/2/2120
36a25743-f5a0-57e7-8d08-7561ee3d995d,993d8a54-089e-5a2e-b92c-88b5bc284f49,63,1989461.68,24/6/2055
8c102a71-bbe3-5168-9c49-3ae998ca2542,218b8430-c455-58fa-938a-7ee8a8e3ce6a,23,7286177.89,26/12/2119
49dcf483-ad01-5b58-b01c-0e3ffcde273f,936de23b-5169-5050-9fc2-3070f7ff229c,81,7011505.4,27/12/2098
3844b15e-a43f-596b-a505-4360582e42bd,27a29a4a-4cf5-5b4d-aa91-1fbb5a9d263c,52,3538197.83,29/5/2089
d0f2c3b6-12f4-5cf9-aff6-1b96d86fe154,5284989f-3446-504e-a8ba-2a6b56406c6c,52,6378336.16,13/8/2090
222141b9-9b66-58f5-a93e-4ca6895e4351,e5ad5abe-19cd-5184-9ec2-745f2976ab4c,89,9346769.69,8/8/2105
d7e3e289-b106-5acf-9159-ee3bcb9ccfb5,c194669b-76d5-58dc-83b2-f930ce49e862,63,5611443.77,17/8/2068
8e0160e6-d0ac-5351-b904-2588a99cebb2,0578f5be-0a68-51c9-863f-53ba774cd535,47,8351279.38,24/2/2078
5027df41-4939-5b05-a794-44d5ce626975,deafc5ed-b30a-5997-8e0f-19fc0ea867cb,63,5439912.26,6/5/2082
d590bd38-92c6-5232-8361-a73fa33fed7f,73580324-89c2-5846-b806-e38ad08bb520,35,8195927.13,29/5/2104
887badce-be63-5a71-93c3-443e9e032fd7,a2799109-3b9d-5188-b185-8e559073a40b,34,1503161.98,20/11/2035
1b47ae17-a883-57e0-8eaa-2561a303de78,2d503148-0a3a-5271-ab4c-f918c3b64d1d,58,8122292.95,29/10/2084
345628af-d63e-5d4e-b23e-b33a934dbfa4,9bde818a-00b3-5860-80d1-351a86c6df1c,37,2679151.09,22/1/2046
efc700b5-b1aa-5ad9-b99d-747224739ec7,7efbda52-8470-557f-ab04-c5dd56dccd01,33,1067911.49,28/11/2030
d5772a7c-8d0a-578b-a763-727f43918489,2fd51a20-9183-5309-ad5c-d2fe815d8a48,32,9494764.24,6/8/2103
75bb4fe2-91fc-531e-a7d7-806bac66d8f0,6065dd9d-ac85-510f-b279-5feed4efc6a8,24,4352795.69,10/12/2101
9ebde87d-ff0a-5a11-a6b2-7f24844f6c23,f8acf3e6-1b77-5446-a8dc-46d09ad8e317,21,7430753.24,10/5/2123
79342592-d117-58ba-bf50-4b991c377693,e987f601-6314-5018-9d37-27ddc7d8d82d,28,6868779.21,14/12/2107
16da8195-2e5a-5ad3-81ed-4867adb7f063,ad138963-925f-586f-9d28-b422ed2d0355,2,8566424.82,4/6/2057
0e940bf6-d823-5555-beaa-d3816b1c2739,f655498c-2820-5b83-92b9-22f7febfc3fc,88,1804895.73,13/4/2107
3ef9adc6-c1a9-5662-ad1f-84356fddf3cb,0772d289-c65d-5336-9152-316c04b770f6,37,1528955.37,13/5/2123
40afb1d5-9278-5463-91ca-4a6aeed74226,e958d624-1738-5168-8137-f3489673750f,79,8374401.75,7/5/2097
fcc02d9d-e6b2-5e96-8921-507d7d43a308,d6e12370-b42b-576a-bb56-50d2b1f5386d,67,1869257.73,17/6/2030
2f7fb709-7046-5187-b5c7-0843324af1d2,33b5154b-2d0a-5256-a108-d94f73c5387c,66,3067726.72,22/7/2029
c11bee45-1383-5d31-9774-97642389affe,84d7c603-78b9-5cc8-ade9-2060e85a744b,6,6588595.67,31/5/2053
7ecafe32-1c4e-5d6e-b238-30c7dee57887,9e615fa1-2691-5c57-a6c1-5defe877eb30,4,4895393.96,2/3/2070
be62cb1f-25e9-5dee-9cfc-d6b1870f192e,91078eb2-7a0b-5781-a086-d106eff42ef0,5,6921540.3,31/12/2043
7ea6ade7-cba8-5ccf-8721-a9dc56e74587,96dfaadc-57bf-541a-b57e-ca11d1788b66,68,2317105.58,2/2/2077
a9c2bda4-515d-5723-80fe-64d78b37964c,12bbf8ac-c6ed-52df-ad62-6384d6540f84,78,7089329.61,6/7/2101
93956cc6-6df6-57df-8c86-06a2e9fcc5c1,fbe08017-75f1-59af-954a-68702404156d,17,2207655.86,23/10/2067
357ca728-c126-5bc1-9eb3-2f66cde8684e,4ac78dee-a13e-5614-acdc-e356ff83ab43,1,3286044.22,10/11/2083
d3ed97ae-1eac-50ac-af40-6d25af33afe4,8acc0f89-e8b3-56de-9399-e52d4496a097,17,9672053.39,13/4/2029
920c9c92-1a6a-5bc0-922d-df32b4e54576,3fc01ef8-d1de-56aa-bf89-52813157fff7,47,6274564.33,8/5/2099
