transaction_id,product_id,quantity,total_transaction_amount,transaction_date
10ec7084-6fba-57ff-883a-ed343e169471,03aeb65e-6ac1-53f9-9932-782814e35e3e,34,9046104.98,3/10/2090
ba6ead3a-1b7e-5e3c-8b26-3e71c9d7510b,93c7ca73-8288-5b13-ac1e-d479932a8b15,46,1852337.13,11/12/2108
3bc8e707-a189-5ef1-9b3d-9c713253739d,6739eff7-f859-58b4-9fe7-729e6a97b048,1,2133947.38,17/7/2118
76161deb-e9a6-5c80-89da-6d7c039083bb,690ff111-f111-5635-b4d5-a0bd6831c9ad,90,4426896.05,1/11/2064
7e7bf270-fb3a-5417-9826-e441d49c1fad,a0fd6534-b634-5fe5-9637-1a74f683e92b,100,1807435.24,9/9/2083
f3ce8ad5-4066-52ac-b02f-960ee640fa25,1c69b081-358d-5623-813c-241edb96f9e4,70,3720263.7,16/3/2046
0a3573e8-8033-59a3-96d5-4c9d68be20c9,6ad16ab2-04ce-54c0-97dc-ea0b4e568a71,23,3384522.21,20/3/2109
b414f334-8650-5dba-b85f-c844bb614a94,37c5d794-990e-5546-9f09-7c368bf8d930,64,5945086.53,21/11/2120
dff96759-bd83-56fd-9ae0-a66e4bb630d3,790845e2-c2fe-5375-a007-df659a0b200d,79,1453194.23,16/2/2071
70ff3a76-1ada-541f-aaa4-1784b95605b7,776275b7-321c-5d3c-a257-0a1449d85986,74,7478616.66,6/3/2043
72b6214a-c10f-54e3-aaf6-44f1cb41e9ee,d4c96236-1da1-5a0f-b338-9997440abc07,18,3008046.56,25/2/2094
bc732f23-39e8-5da0-8eec-f4e8f8520112,a35f3aeb-c437-5b1c-9627-ed564d93a15e,30,135081.42,4/1/2108
5a4ca2e8-3277-5fe8-8ed5-964babb3d4c0,ee1208ba-bc28-54fd-aac7-b3222704eba9,74,4019874.8,17/8/2098
4d19826d-f303-55f7-ad53-7da32ff62272,47d5ba7f-6f60-5d6a-b898-9027463093b7,94,8283168.19,8/10/2043
ba93e9aa-c6e1-502f-948a-3b79caac8839,3e86669c-b504-5be6-87b3-d20c78ce2cac,54,1645567.02,21/3/2079
2f44679c-b556-50b7-bfb0-77abb424d3ea,dec1095f-726f-5b4b-b88d-ea560433663f,26,5209301.91,26/2/2060
b180380f-971d-5e9f-bba9-743859353c26,fecc319a-91f4-5692-be0a-38aad65ed184,67,2034068.84,20/7/2033
74e90cda-fda4-5665-9ea2-a0974a22f077,368ba590-54b8-582f-9ae1-02be4f334b69,36,8076242.14,26/8/2090
df8a48cc-7048-533c-ae3e-07b6ec5384b0,821c878e-02c3-5b09-bc2f-85205eb5e2a8,17,6071414.23,3/10/2094
008a23de-dcda-5dc3-b1f2-fa25a5561d07,0d1b6f55-6dff-5343-ac90-9f7002163a5a,58,6534850.02,1/4/2094
af541dbc-f3d9-59de-a758-a84c10231855,73c5db30-a1aa-582c-b426-2eba93564671,38,2322266.57,14/4/2057
